Branch,City,Customer type,Date,Gender,Invoice ID,Payment,Product line,Time,Cogs,Customer type (copy),Gross Income,Gross Margin Percentage,Payment (copy),Quantity,Rating,Tax 5%,Total,Unit price
B,Mandalay,Normal,17-03-2019,Female,642-30-6693,Ewallet,Sports and travel,30-12-1899 01:54:00 pm,327.06,,16.353,4.761904762,,6,7.8,16.353,343.413,54.51
C,Naypyitaw,Member,08-01-2019,Female,484-22-8230,Cash,Fashion accessories,30-12-1899 08:08:00 pm,363.23,,18.1615,4.761904762,,7,4.5,18.1615,381.3915,51.89
B,Mandalay,Normal,08-02-2019,Male,830-58-2383,Cash,Home and lifestyle,30-12-1899 03:26:00 pm,127,,6.35,4.761904762,,4,8.6,6.35,133.35,31.75
A,Yangon,Member,10-02-2019,Female,559-98-9873,Ewallet,Fashion accessories,30-12-1899 12:56:00 pm,375.55,,18.7775,4.761904762,,7,5.2,18.7775,394.3275,53.65
C,Naypyitaw,Member,28-03-2019,Female,544-32-5024,Credit card,Food and beverages,30-12-1899 07:16:00 pm,199.16,,9.958,4.761904762,,4,6.4,9.958,209.118,49.79
A,Yangon,Normal,23-01-2019,Male,318-12-0304,Ewallet,Fashion accessories,30-12-1899 12:20:00 pm,30.61,,1.5305,4.761904762,,1,5.2,1.5305,32.1405,30.61
B,Mandalay,Member,17-01-2019,Male,349-97-8902,Ewallet,Food and beverages,30-12-1899 10:37:00 am,115.78,,5.789,4.761904762,,2,8.9,5.789,121.569,57.89
A,Yangon,Normal,07-02-2019,Female,421-95-9805,Credit card,Electronic accessories,30-12-1899 10:18:00 am,28.96,,1.448,4.761904762,,1,6.2,1.448,30.408,28.96
C,Naypyitaw,Member,09-03-2019,Female,277-35-5865,Cash,Food and beverages,30-12-1899 11:23:00 am,890.73,,44.5365,4.761904762,,9,6.7,44.5365,935.2665,98.97
B,Mandalay,Member,24-01-2019,Male,789-23-8625,Cash,Fashion accessories,30-12-1899 11:45:00 am,279.66,,13.983,4.761904762,,3,7.2,13.983,293.643,93.22
C,Naypyitaw,Member,19-01-2019,Male,284-54-4231,Credit card,Sports and travel,30-12-1899 04:08:00 pm,80.93,,4.0465,4.761904762,,1,9,4.0465,84.9765,80.93
A,Yangon,Member,03-02-2019,Male,443-59-0061,Ewallet,Food and beverages,30-12-1899 11:25:00 am,674.5,,33.725,4.761904762,,10,4.2,33.725,708.225,67.45
A,Yangon,Member,20-03-2019,Female,509-29-3912,Ewallet,Sports and travel,30-12-1899 12:24:00 pm,348.48,,17.424,4.761904762,,9,4.2,17.424,365.904,38.72
B,Mandalay,Member,13-01-2019,Male,327-40-9673,Cash,Sports and travel,30-12-1899 07:51:00 pm,435.6,,21.78,4.761904762,,6,6.9,21.78,457.38,72.6
C,Naypyitaw,Member,14-03-2019,Male,840-19-2096,Ewallet,Electronic accessories,30-12-1899 06:10:00 pm,439.55,,21.9775,4.761904762,,5,4.4,21.9775,461.5275,87.91
A,Yangon,Member,23-01-2019,Male,828-46-6863,Credit card,Food and beverages,30-12-1899 11:22:00 am,591.18,,29.559,4.761904762,,6,4,29.559,620.739,98.53
C,Naypyitaw,Member,07-02-2019,Female,641-96-3695,Ewallet,Fashion accessories,30-12-1899 05:55:00 pm,260.76,,13.038,4.761904762,,6,8.5,13.038,273.798,43.46
A,Yangon,Normal,28-03-2019,Female,420-97-3340,Credit card,Food and beverages,30-12-1899 03:30:00 pm,215.04,,10.752,4.761904762,,3,9.2,10.752,225.792,71.68
A,Yangon,Member,20-03-2019,Female,436-54-4512,Cash,Food and beverages,30-12-1899 07:44:00 pm,91.61,,4.5805,4.761904762,,1,9.8,4.5805,96.1905,91.61
B,Mandalay,Member,17-01-2019,Female,670-79-6321,Credit card,Home and lifestyle,30-12-1899 03:27:00 pm,662.13,,33.1065,4.761904762,,7,4.9,33.1065,695.2365,94.59
B,Mandalay,Normal,12-01-2019,Female,852-62-7105,Credit card,Fashion accessories,30-12-1899 11:25:00 am,832.5,,41.625,4.761904762,,10,4.4,41.625,874.125,83.25
B,Mandalay,Member,16-02-2019,Male,598-06-7312,Cash,Fashion accessories,30-12-1899 03:42:00 pm,91.35,,4.5675,4.761904762,,1,6.8,4.5675,95.9175,91.35
B,Mandalay,Member,26-01-2019,Female,135-13-8269,Cash,Food and beverages,30-12-1899 04:04:00 pm,157.76,,7.888,4.761904762,,2,9.1,7.888,165.648,78.88
A,Yangon,Normal,09-03-2019,Male,816-57-2053,Ewallet,Sports and travel,30-12-1899 12:37:00 pm,121.74,,6.087,4.761904762,,2,8.7,6.087,127.827,60.87
B,Mandalay,Member,14-03-2019,Male,628-90-8624,Cash,Health and beauty,30-12-1899 02:41:00 pm,825.8,,41.29,4.761904762,,10,5,41.29,867.09,82.58
A,Yangon,Member,25-01-2019,Male,856-66-2701,Ewallet,Home and lifestyle,30-12-1899 02:19:00 pm,159.9,,7.995,4.761904762,,3,7.5,7.995,167.895,53.3
A,Yangon,Normal,26-01-2019,Female,308-39-1707,Credit card,Fashion accessories,30-12-1899 06:19:00 pm,12.09,,0.6045,4.761904762,,1,8.2,0.6045,12.6945,12.09
A,Yangon,Normal,19-01-2019,Male,149-61-1929,Credit card,Sports and travel,30-12-1899 02:08:00 pm,641.9,,32.095,4.761904762,,10,6.7,32.095,673.995,64.19
A,Yangon,Normal,05-03-2019,Male,655-07-2265,Ewallet,Electronic accessories,30-12-1899 04:38:00 pm,234.93,,11.7465,4.761904762,,3,5.4,11.7465,246.6765,78.31
A,Yangon,Member,15-01-2019,Male,589-02-8023,Credit card,Food and beverages,30-12-1899 10:54:00 am,167.54,,8.377,4.761904762,,2,7,8.377,175.917,83.77
B,Mandalay,Normal,18-03-2019,Male,420-04-7590,Ewallet,Home and lifestyle,30-12-1899 11:29:00 am,299.1,,14.955,4.761904762,,3,4.7,14.955,314.055,99.7
B,Mandalay,Member,20-03-2019,Male,182-88-2763,Credit card,Food and beverages,30-12-1899 07:28:00 pm,239.73,,11.9865,4.761904762,,3,5,11.9865,251.7165,79.91
B,Mandalay,Member,15-01-2019,Male,188-55-0967,Credit card,Health and beauty,30-12-1899 03:01:00 pm,664.7,,33.235,4.761904762,,10,5,33.235,697.935,66.47
A,Yangon,Normal,03-03-2019,Male,610-46-4100,Credit card,Health and beauty,30-12-1899 08:31:00 pm,202.65,,10.1325,4.761904762,,7,6,10.1325,212.7825,28.95
C,Naypyitaw,Normal,19-03-2019,Female,318-81-2368,Cash,Electronic accessories,30-12-1899 12:16:00 pm,46.2,,2.31,4.761904762,,1,6.3,2.31,48.51,46.2
B,Mandalay,Member,08-03-2019,Female,364-33-8584,Cash,Food and beverages,30-12-1899 03:27:00 pm,88.15,,4.4075,4.761904762,,5,8.5,4.4075,92.5575,17.63
B,Mandalay,Normal,27-02-2019,Male,665-63-9737,Ewallet,Fashion accessories,30-12-1899 05:36:00 pm,157.26,,7.863,4.761904762,,3,7.5,7.863,165.123,52.42
B,Mandalay,Member,23-02-2019,Female,695-09-5146,Ewallet,Food and beverages,30-12-1899 08:00:00 pm,296.37,,14.8185,4.761904762,,3,6.4,14.8185,311.1885,98.79
C,Naypyitaw,Member,19-03-2019,Female,155-45-3814,Ewallet,Electronic accessories,30-12-1899 03:29:00 pm,708.4,,35.42,4.761904762,,8,4.7,35.42,743.82,88.55
B,Mandalay,Member,27-03-2019,Male,794-32-2436,Ewallet,Electronic accessories,30-12-1899 03:08:00 pm,111.34,,5.567,4.761904762,,2,6,5.567,116.907,55.67
C,Naypyitaw,Member,30-03-2019,Female,131-15-8856,Credit card,Food and beverages,30-12-1899 07:26:00 pm,580.16,,29.008,4.761904762,,8,4,29.008,609.168,72.52
C,Naypyitaw,Member,16-02-2019,Male,273-84-2164,Ewallet,Electronic accessories,30-12-1899 03:53:00 pm,60.25,,3.0125,4.761904762,,5,5.5,3.0125,63.2625,12.05
A,Yangon,Member,18-01-2019,Male,706-36-6154,Ewallet,Home and lifestyle,30-12-1899 06:43:00 pm,174.24,,8.712,4.761904762,,9,8.7,8.712,182.952,19.36
C,Naypyitaw,Normal,30-03-2019,Male,778-89-7974,Cash,Health and beauty,30-12-1899 02:58:00 pm,421.26,,21.063,4.761904762,,6,7.4,21.063,442.323,70.21
B,Mandalay,Member,20-03-2019,Male,574-31-8277,Cash,Fashion accessories,30-12-1899 07:55:00 pm,33.63,,1.6815,4.761904762,,1,5.6,1.6815,35.3115,33.63
C,Naypyitaw,Member,16-01-2019,Female,859-71-0933,Cash,Sports and travel,30-12-1899 03:10:00 pm,30.98,,1.549,4.761904762,,2,6.3,1.549,32.529,15.49
C,Naypyitaw,Normal,24-02-2019,Male,740-11-5257,Cash,Electronic accessories,30-12-1899 04:44:00 pm,247.4,,12.37,4.761904762,,10,7.1,12.37,259.77,24.74
B,Mandalay,Normal,15-01-2019,Male,369-82-2676,Ewallet,Electronic accessories,30-12-1899 06:22:00 pm,378.3,,18.915,4.761904762,,5,7.8,18.915,397.215,75.66
B,Mandalay,Normal,22-01-2019,Female,563-47-4072,Cash,Health and beauty,30-12-1899 11:52:00 am,334.86,,16.743,4.761904762,,6,9.9,16.743,351.603,55.81
A,Yangon,Member,03-02-2019,Male,742-04-5161,Cash,Home and lifestyle,30-12-1899 05:24:00 pm,727.8,,36.39,4.761904762,,10,7.3,36.39,764.19,72.78
B,Mandalay,Member,06-03-2019,Male,149-15-7606,Ewallet,Sports and travel,30-12-1899 03:31:00 pm,335.88,,16.794,4.761904762,,9,5.1,16.794,352.674,37.32
B,Mandalay,Member,16-02-2019,Male,133-77-3154,Credit card,Fashion accessories,30-12-1899 06:04:00 pm,240.72,,12.036,4.761904762,,4,9.4,12.036,252.756,60.18
A,Yangon,Normal,14-03-2019,Female,169-52-4504,Credit card,Electronic accessories,30-12-1899 02:13:00 pm,47.07,,2.3535,4.761904762,,3,5.8,2.3535,49.4235,15.69
C,Naypyitaw,Normal,27-02-2019,Female,250-81-7186,Credit card,Electronic accessories,30-12-1899 10:23:00 am,99.69,,4.9845,4.761904762,,1,8,4.9845,104.6745,99.69
A,Yangon,Member,18-01-2019,Female,562-12-5430,Ewallet,Fashion accessories,30-12-1899 10:11:00 am,264.45,,13.2225,4.761904762,,3,7.9,13.2225,277.6725,88.15
A,Yangon,Member,29-01-2019,Female,816-72-8853,Cash,Sports and travel,30-12-1899 03:48:00 pm,139.65,,6.9825,4.761904762,,5,5.9,6.9825,146.6325,27.93
A,Yangon,Member,26-02-2019,Male,491-38-3499,Credit card,Fashion accessories,30-12-1899 05:46:00 pm,55.45,,2.7725,4.761904762,,1,4.9,2.7725,58.2225,55.45
B,Mandalay,Normal,03-02-2019,Female,322-02-2271,Cash,Sports and travel,30-12-1899 11:46:00 am,128.91,,6.4455,4.761904762,,3,9.3,6.4455,135.3555,42.97
C,Naypyitaw,Member,16-01-2019,Male,842-29-4695,Credit card,Sports and travel,30-12-1899 12:07:00 pm,119.98,,5.999,4.761904762,,7,7.9,5.999,125.979,17.14
B,Mandalay,Member,24-03-2019,Female,725-67-2480,Credit card,Fashion accessories,30-12-1899 06:14:00 pm,352.5,,17.625,4.761904762,,6,5.9,17.625,370.125,58.75
C,Naypyitaw,Member,12-02-2019,Female,641-51-2661,Credit card,Food and beverages,30-12-1899 02:45:00 pm,871,,43.55,4.761904762,,10,9.9,43.55,914.55,87.1
C,Naypyitaw,Normal,21-02-2019,Female,714-02-3114,Cash,Sports and travel,30-12-1899 11:39:00 am,197.6,,9.88,4.761904762,,2,7.7,9.88,207.48,98.8
A,Yangon,Normal,04-02-2019,Female,518-17-2983,Ewallet,Fashion accessories,30-12-1899 03:44:00 pm,194.52,,9.726,4.761904762,,4,7.6,9.726,204.246,48.63
B,Mandalay,Member,20-02-2019,Male,779-42-2410,Ewallet,Food and beverages,30-12-1899 01:06:00 pm,173.22,,8.661,4.761904762,,3,7.7,8.661,181.881,57.74
B,Mandalay,Normal,23-02-2019,Female,190-14-3147,Ewallet,Health and beauty,30-12-1899 08:43:00 pm,71.88,,3.594,4.761904762,,4,6.4,3.594,75.474,17.97
C,Naypyitaw,Member,16-02-2019,Female,408-66-6712,Ewallet,Health and beauty,30-12-1899 02:19:00 pm,286.26,,14.313,4.761904762,,6,4.4,14.313,300.573,47.71
B,Mandalay,Normal,17-01-2019,Female,679-22-6530,Credit card,Sports and travel,30-12-1899 10:01:00 am,81.24,,4.062,4.761904762,,2,4.1,4.062,85.302,40.62
A,Yangon,Member,14-01-2019,Male,588-47-8641,Ewallet,Fashion accessories,30-12-1899 07:30:00 pm,560.4,,28.02,4.761904762,,10,4.4,28.02,588.42,56.04
B,Mandalay,Member,30-03-2019,Male,642-61-4706,Cash,Food and beverages,30-12-1899 04:34:00 pm,186.8,,9.34,4.761904762,,2,5.5,9.34,196.14,93.4
B,Mandalay,Normal,02-03-2019,Female,576-31-4774,Ewallet,Health and beauty,30-12-1899 01:10:00 pm,220.23,,11.0115,4.761904762,,3,4,11.0115,231.2415,73.41
C,Naypyitaw,Normal,15-02-2019,Male,556-41-6224,Credit card,Health and beauty,30-12-1899 05:10:00 pm,269.12,,13.456,4.761904762,,8,9.3,13.456,282.576,33.64
A,Yangon,Normal,01-03-2019,Female,811-03-8790,Credit card,Electronic accessories,30-12-1899 10:22:00 am,454.8,,22.74,4.761904762,,10,4.8,22.74,477.54,45.48
B,Mandalay,Member,24-02-2019,Male,242-11-3142,Cash,Fashion accessories,30-12-1899 07:57:00 pm,167.54,,8.377,4.761904762,,2,4.6,8.377,175.917,83.77
B,Mandalay,Member,19-02-2019,Female,752-23-3760,Credit card,Sports and travel,30-12-1899 07:29:00 pm,448.56,,22.428,4.761904762,,7,7.3,22.428,470.988,64.08
A,Yangon,Member,23-02-2019,Female,274-05-5470,Cash,Food and beverages,30-12-1899 06:30:00 pm,293.88,,14.694,4.761904762,,4,6,14.694,308.574,73.47
C,Naypyitaw,Normal,07-02-2019,Male,648-94-3045,Ewallet,Health and beauty,30-12-1899 02:27:00 pm,589.5,,29.475,4.761904762,,10,8.1,29.475,618.975,58.95
A,Yangon,Member,11-01-2019,Male,130-67-4723,Ewallet,Food and beverages,30-12-1899 01:57:00 pm,291,,14.55,4.761904762,,6,9.4,14.55,305.55,48.5
B,Mandalay,Member,12-02-2019,Female,528-87-5606,Cash,Electronic accessories,30-12-1899 07:43:00 pm,39.48,,1.974,4.761904762,,1,6.5,1.974,41.454,39.48
B,Mandalay,Normal,14-01-2019,Female,320-85-2052,Credit card,Sports and travel,30-12-1899 10:11:00 am,34.81,,1.7405,4.761904762,,1,7,1.7405,36.5505,34.81
C,Naypyitaw,Normal,09-01-2019,Female,370-96-0655,Ewallet,Fashion accessories,30-12-1899 01:46:00 pm,295.92,,14.796,4.761904762,,6,7.1,14.796,310.716,49.32
A,Yangon,Member,27-02-2019,Male,105-10-6182,Ewallet,Fashion accessories,30-12-1899 12:22:00 pm,42.96,,2.148,4.761904762,,2,6.6,2.148,45.108,21.48
B,Mandalay,Member,24-01-2019,Female,510-79-0415,Ewallet,Sports and travel,30-12-1899 07:20:00 pm,138.48,,6.924,4.761904762,,6,4.9,6.924,145.404,23.08
B,Mandalay,Member,08-01-2019,Female,241-96-5076,Credit card,Home and lifestyle,30-12-1899 12:58:00 pm,98.2,,4.91,4.761904762,,2,6.4,4.91,103.11,49.1
B,Mandalay,Member,08-01-2019,Female,767-97-4650,Credit card,Sports and travel,30-12-1899 11:59:00 am,129.66,,6.483,4.761904762,,2,8,6.483,136.143,64.83
A,Yangon,Member,16-01-2019,Male,648-83-1321,Cash,Home and lifestyle,30-12-1899 05:59:00 pm,635.6,,31.78,4.761904762,,10,4.3,31.78,667.38,63.56
C,Naypyitaw,Member,13-03-2019,Male,173-57-2300,Cash,Sports and travel,30-12-1899 12:51:00 pm,145.76,,7.288,4.761904762,,2,6.1,7.288,153.048,72.88
A,Yangon,Normal,15-02-2019,Female,305-03-2383,Cash,Food and beverages,30-12-1899 10:36:00 am,201.3,,10.065,4.761904762,,3,7.5,10.065,211.365,67.1
C,Naypyitaw,Member,25-01-2019,Female,394-55-6384,Cash,Sports and travel,30-12-1899 01:38:00 pm,631.71,,31.5855,4.761904762,,9,6.7,31.5855,663.2955,70.19
C,Naypyitaw,Member,12-03-2019,Male,266-20-6657,Ewallet,Food and beverages,30-12-1899 07:39:00 pm,385.28,,19.264,4.761904762,,7,5.2,19.264,404.544,55.04
A,Yangon,Member,04-03-2019,Male,689-05-1884,Cash,Health and beauty,30-12-1899 12:44:00 pm,486.3,,24.315,4.761904762,,10,8.8,24.315,510.615,48.63
C,Naypyitaw,Member,10-02-2019,Female,196-01-2849,Cash,Fashion accessories,30-12-1899 01:56:00 pm,513.66,,25.683,4.761904762,,7,9.5,25.683,539.343,73.38
C,Naypyitaw,Normal,16-01-2019,Female,372-62-5264,Cash,Food and beverages,30-12-1899 02:42:00 pm,473.4,,23.67,4.761904762,,9,7.6,23.67,497.07,52.6
A,Yangon,Member,29-01-2019,Female,800-09-8606,Cash,Home and lifestyle,30-12-1899 07:45:00 pm,436.85,,21.8425,4.761904762,,5,6.6,21.8425,458.6925,87.37
A,Yangon,Member,01-01-2019,Female,182-52-7000,Ewallet,Sports and travel,30-12-1899 08:26:00 pm,108.16,,5.408,4.761904762,,4,6.9,5.408,113.568,27.04
B,Mandalay,Normal,06-01-2019,Male,826-58-8051,Ewallet,Home and lifestyle,30-12-1899 07:46:00 pm,248.76,,12.438,4.761904762,,4,4.3,12.438,261.198,62.19
A,Yangon,Member,19-02-2019,Male,868-06-0466,Credit card,Electronic accessories,30-12-1899 07:38:00 pm,626.22,,31.311,4.761904762,,9,7.8,31.311,657.531,69.58
C,Naypyitaw,Normal,12-01-2019,Male,751-41-9720,Ewallet,Home and lifestyle,30-12-1899 04:18:00 pm,975,,48.75,4.761904762,,10,8,48.75,1023.75,97.5
C,Naypyitaw,Normal,07-02-2019,Female,626-43-7888,Ewallet,Fashion accessories,30-12-1899 12:23:00 pm,483.28,,24.164,4.761904762,,8,9.6,24.164,507.444,60.41
B,Mandalay,Normal,27-03-2019,Male,176-64-7711,Credit card,Food and beverages,30-12-1899 07:11:00 pm,96.96,,4.848,4.761904762,,3,4.3,4.848,101.808,32.32
B,Mandalay,Member,27-02-2019,Female,191-29-0321,Credit card,Fashion accessories,30-12-1899 06:57:00 pm,197.7,,9.885,4.761904762,,10,5,9.885,207.585,19.77
B,Mandalay,Member,06-01-2019,Male,729-06-2010,Cash,Health and beauty,30-12-1899 11:18:00 am,724.23,,36.2115,4.761904762,,9,9.2,36.2115,760.4415,80.47
B,Mandalay,Member,02-03-2019,Female,640-48-5028,Cash,Home and lifestyle,30-12-1899 12:40:00 pm,795.51,,39.7755,4.761904762,,9,6.3,39.7755,835.2855,88.39
B,Mandalay,Normal,29-03-2019,Male,186-79-9562,Cash,Health and beauty,30-12-1899 02:06:00 pm,502.39,,25.1195,4.761904762,,7,8.9,25.1195,527.5095,71.77
B,Mandalay,Normal,31-01-2019,Female,834-45-5519,Ewallet,Electronic accessories,30-12-1899 08:48:00 pm,172,,8.6,4.761904762,,4,7.6,8.6,180.6,43
C,Naypyitaw,Member,21-01-2019,Male,162-65-8559,Cash,Food and beverages,30-12-1899 08:13:00 pm,68.98,,3.449,4.761904762,,1,4.8,3.449,72.429,68.98
C,Naypyitaw,Normal,20-01-2019,Male,760-27-5490,Ewallet,Fashion accessories,30-12-1899 08:37:00 pm,124.96,,6.248,4.761904762,,8,9.1,6.248,131.208,15.62
A,Yangon,Normal,17-01-2019,Male,445-30-9252,Ewallet,Sports and travel,30-12-1899 05:59:00 pm,77.1,,3.855,4.761904762,,3,6.1,3.855,80.955,25.7
A,Yangon,Member,28-02-2019,Male,786-94-2700,Cash,Food and beverages,30-12-1899 08:18:00 pm,483.72,,24.186,4.761904762,,6,9.1,24.186,507.906,80.62
C,Naypyitaw,Member,19-03-2019,Female,728-88-7867,Ewallet,Home and lifestyle,30-12-1899 03:52:00 pm,302.12,,15.106,4.761904762,,4,8.3,15.106,317.226,75.53
C,Naypyitaw,Normal,19-02-2019,Female,183-21-3799,Ewallet,Electronic accessories,30-12-1899 03:14:00 pm,698.67,,34.9335,4.761904762,,9,7.2,34.9335,733.6035,77.63
C,Naypyitaw,Normal,04-02-2019,Female,268-20-3585,Ewallet,Health and beauty,30-12-1899 12:50:00 pm,124.65,,6.2325,4.761904762,,9,6,6.2325,130.8825,13.85
C,Naypyitaw,Member,31-01-2019,Male,735-32-9839,Ewallet,Fashion accessories,30-12-1899 10:36:00 am,789.6,,39.48,4.761904762,,8,8.5,39.48,829.08,98.7
A,Yangon,Normal,06-02-2019,Female,258-92-7466,Credit card,Health and beauty,30-12-1899 06:33:00 pm,178.4,,8.92,4.761904762,,5,6.6,8.92,187.32,35.68
A,Yangon,Member,28-03-2019,Female,857-16-3520,Ewallet,Fashion accessories,30-12-1899 04:06:00 pm,500.22,,25.011,4.761904762,,7,4.5,25.011,525.231,71.46
A,Yangon,Member,19-01-2019,Male,482-17-1179,Credit card,Electronic accessories,30-12-1899 12:47:00 pm,35.82,,1.791,4.761904762,,3,8.1,1.791,37.611,11.94
A,Yangon,Normal,17-02-2019,Male,788-21-5741,Credit card,Fashion accessories,30-12-1899 01:34:00 pm,136.14,,6.807,4.761904762,,3,7.2,6.807,142.947,45.38
B,Mandalay,Member,18-01-2019,Female,821-14-9046,Credit card,Fashion accessories,30-12-1899 03:04:00 pm,104.88,,5.244,4.761904762,,6,6.1,5.244,110.124,17.48
B,Mandalay,Normal,02-02-2019,Female,418-05-0656,Cash,Fashion accessories,30-12-1899 08:42:00 pm,178.92,,8.946,4.761904762,,7,7.1,8.946,187.866,25.56
C,Naypyitaw,Member,18-01-2019,Female,678-79-0726,Cash,Sports and travel,30-12-1899 03:28:00 pm,815.67,,40.7835,4.761904762,,9,5.1,40.7835,856.4535,90.63
B,Mandalay,Normal,18-03-2019,Male,776-68-1096,Credit card,Home and lifestyle,30-12-1899 01:45:00 pm,132.36,,6.618,4.761904762,,3,7.9,6.618,138.978,44.12
C,Naypyitaw,Member,11-01-2019,Female,592-46-1692,Cash,Food and beverages,30-12-1899 08:10:00 pm,257.39,,12.8695,4.761904762,,7,7.4,12.8695,270.2595,36.77
B,Mandalay,Member,04-02-2019,Male,434-35-9162,Ewallet,Food and beverages,30-12-1899 06:53:00 pm,93.36,,4.668,4.761904762,,4,7.4,4.668,98.028,23.34
C,Naypyitaw,Member,06-02-2019,Female,149-14-0304,Cash,Health and beauty,30-12-1899 02:24:00 pm,228,,11.4,4.761904762,,8,6.6,11.4,239.4,28.5
C,Naypyitaw,Member,08-01-2019,Male,442-44-6497,Credit card,Home and lifestyle,30-12-1899 11:42:00 am,166.71,,8.3355,4.761904762,,3,5.9,8.3355,175.0455,55.57
B,Mandalay,Normal,05-03-2019,Male,174-64-0215,Credit card,Sports and travel,30-12-1899 05:49:00 pm,697.4,,34.87,4.761904762,,10,8.9,34.87,732.27,69.74
C,Naypyitaw,Normal,16-03-2019,Male,210-74-9613,Ewallet,Fashion accessories,30-12-1899 03:33:00 pm,389.04,,19.452,4.761904762,,4,6.8,19.452,408.492,97.26
B,Mandalay,Member,09-03-2019,Female,299-29-0180,Cash,Home and lifestyle,30-12-1899 10:54:00 am,365.26,,18.263,4.761904762,,7,9.3,18.263,383.523,52.18
A,Yangon,Member,01-03-2019,Female,247-11-2470,Credit card,Fashion accessories,30-12-1899 04:23:00 pm,89.28,,4.464,4.761904762,,4,4.4,4.464,93.744,22.32
A,Yangon,Normal,28-02-2019,Male,635-28-5728,Ewallet,Health and beauty,30-12-1899 07:33:00 pm,168,,8.4,4.761904762,,3,4.8,8.4,176.4,56
A,Yangon,Member,08-02-2019,Male,756-49-0168,Ewallet,Fashion accessories,30-12-1899 11:39:00 am,19.7,,0.985,4.761904762,,1,9.5,0.985,20.685,19.7
B,Mandalay,Normal,24-01-2019,Male,438-23-1242,Ewallet,Electronic accessories,30-12-1899 10:38:00 am,531.16,,26.558,4.761904762,,7,8.9,26.558,557.718,75.88
B,Mandalay,Member,01-03-2019,Male,238-45-6950,Ewallet,Food and beverages,30-12-1899 08:03:00 pm,53.72,,2.686,4.761904762,,1,6.4,2.686,56.406,53.72
C,Naypyitaw,Member,10-03-2019,Male,607-65-2441,Credit card,Health and beauty,30-12-1899 12:39:00 pm,819.5,,40.975,4.761904762,,10,6,40.975,860.475,81.95
C,Naypyitaw,Member,23-03-2019,Female,386-27-7606,Credit card,Home and lifestyle,30-12-1899 03:59:00 pm,568.4,,28.42,4.761904762,,7,8.1,28.42,596.82,81.2
C,Naypyitaw,Normal,29-01-2019,Male,137-63-5492,Ewallet,Electronic accessories,30-12-1899 02:26:00 pm,587.6,,29.38,4.761904762,,10,9,29.38,616.98,58.76
B,Mandalay,Member,12-01-2019,Male,197-77-7132,Ewallet,Electronic accessories,30-12-1899 06:22:00 pm,732.48,,36.624,4.761904762,,8,6,36.624,769.104,91.56
A,Yangon,Normal,20-03-2019,Male,805-86-0265,Cash,Home and lifestyle,30-12-1899 11:32:00 am,845.64,,42.282,4.761904762,,9,9.8,42.282,887.922,93.96
C,Naypyitaw,Normal,23-03-2019,Male,733-29-1227,Cash,Home and lifestyle,30-12-1899 12:41:00 pm,389.27,,19.4635,4.761904762,,7,8.5,19.4635,408.7335,55.61
C,Naypyitaw,Normal,14-01-2019,Male,451-73-2711,Ewallet,Food and beverages,30-12-1899 03:20:00 pm,84.83,,4.2415,4.761904762,,1,8.8,4.2415,89.0715,84.83
A,Yangon,Member,12-02-2019,Female,373-14-0504,Ewallet,Sports and travel,30-12-1899 02:33:00 pm,143.26,,7.163,4.761904762,,2,8.8,7.163,150.423,71.63
A,Yangon,Member,20-02-2019,Male,546-80-2899,Ewallet,Home and lifestyle,30-12-1899 03:29:00 pm,75.38,,3.769,4.761904762,,2,9.5,3.769,79.149,37.69
C,Naypyitaw,Member,02-01-2019,Female,345-68-9016,Credit card,Sports and travel,30-12-1899 04:19:00 pm,253.36,,12.668,4.761904762,,8,5.6,12.668,266.028,31.67
C,Naypyitaw,Member,02-02-2019,Female,390-17-5806,Cash,Food and beverages,30-12-1899 04:33:00 pm,38.42,,1.921,4.761904762,,1,8.6,1.921,40.341,38.42
B,Mandalay,Member,08-01-2019,Male,457-13-1708,Credit card,Fashion accessories,30-12-1899 07:07:00 pm,652.3,,32.615,4.761904762,,10,5.2,32.615,684.915,65.23
C,Naypyitaw,Member,30-01-2019,Female,664-14-2882,Credit card,Home and lifestyle,30-12-1899 02:43:00 pm,52.65,,2.6325,4.761904762,,5,5.8,2.6325,55.2825,10.53
B,Mandalay,Member,26-03-2019,Female,487-79-6868,Credit card,Home and lifestyle,30-12-1899 07:28:00 pm,110.61,,5.5305,4.761904762,,9,8,5.5305,116.1405,12.29
C,Naypyitaw,Member,15-01-2019,Male,314-23-4520,Cash,Health and beauty,30-12-1899 08:44:00 pm,568.61,,28.4305,4.761904762,,7,9,28.4305,597.0405,81.23
B,Mandalay,Member,14-03-2019,Female,210-30-7976,Ewallet,Fashion accessories,30-12-1899 11:16:00 am,89.28,,4.464,4.761904762,,4,4.1,4.464,93.744,22.32
A,Yangon,Normal,03-02-2019,Female,585-86-8361,Credit card,Food and beverages,30-12-1899 10:31:00 am,136.4,,6.82,4.761904762,,5,8.6,6.82,143.22,27.28
A,Yangon,Member,22-02-2019,Female,807-14-7833,Ewallet,Electronic accessories,30-12-1899 12:30:00 pm,174.2,,8.71,4.761904762,,10,7,8.71,182.91,17.42
B,Mandalay,Normal,24-01-2019,Male,775-72-1988,Ewallet,Home and lifestyle,30-12-1899 03:05:00 pm,366.4,,18.32,4.761904762,,5,8.4,18.32,384.72,73.28
